name,price,last_volume,last_price,mean_price,mean_volume,abs_vol
G3SG1 | Scavenger (Battle-Scarred),1.7597412844036697,9422,0.12331245550395482,0.04609650358354138,-0.12948639866806338,0.12948639866806338
StatTrak™ SSG 08 | Big Iron (Field-Tested),83.41700514138816,1168,0.26307207704797464,0.15781375565508243,-0.24265559732360256,0.24265559732360256
StatTrak™ AWP | Corticera (Field-Tested),138.08821857923496,1075,0.10290326157900039,0.04154173767309319,-0.20124606141674337,0.20124606141674337
Souvenir G3SG1 | Safari Mesh (Field-Tested),1.2585436893203885,4427,-0.39989804280436714,0.036809672535694025,-0.05510475652578666,0.05510475652578666
SCAR-20 | Brass (Field-Tested),437.31195384615387,73,0.42453672312137153,0.455047292532266,-0.5530750778555705,0.5530750778555705
StatTrak™ SCAR-20 | Powercore (Factory New),19.912072607260725,698,0.225501242397332,0.0536489057470047,-0.08121486914947797,0.08121486914947797
SSG 08 | Prey (Well-Worn),2.383125615763547,2870,1.7662734333625743,0.9771913528182175,-0.6306363883822836,0.6306363883822836
StatTrak™ AWP | Fever Dream (Minimal Wear),102.72406261859584,4062,0.09639074118506286,0.003371722884255246,-0.040845425717171584,0.040845425717171584
Souvenir G3SG1 | Polar Camo (Factory New),88.32815625,33,-0.10985263881900101,0.006931934298329229,0.4950916167697683,0.4950916167697683
Souvenir SSG 08 | Tropical Storm (Field-Tested),9.501858695652174,1368,0.032278144472036606,0.048532087896697856,-0.043539483882482646,0.043539483882482646
SSG 08 | Blue Spruce (Battle-Scarred),0.05533200795228629,231373,-0.7095202884838336,0.1284602126405642,0.06155684331007146,0.06155684331007146
G3SG1 | Flux (Factory New),97.6775681063123,643,-0.03999041196850424,0.20176467165542994,-0.21322819077918362,0.21322819077918362
G3SG1 | Digital Mesh (Field-Tested),3.325428571428571,15994,1.4904619645187425,1.884282604926262,-0.5302312653455663,0.5302312653455663
StatTrak™ G3SG1 | Demeter (Battle-Scarred),27.34133103448276,197,0.11370569199360561,0.34090587679415035,-0.24145856634012758,0.24145856634012758
AWP | Corticera (Factory New),173.06838964577656,986,-0.016540968449144433,0.16994069586749422,-0.29163931517287023,0.29163931517287023
StatTrak™ AWP | Elite Build (Minimal Wear),184.02896857142858,956,0.11460869081589105,0.08737524800488077,-0.17807512005381354,0.17807512005381354
StatTrak™ AWP | Hyper Beast (Battle-Scarred),221.64246857142857,985,0.12314147149300103,0.06304428999088048,-0.09774649552534996,0.09774649552534996
StatTrak™ SCAR-20 | Cyrex (Field-Tested),239.4092700729927,194,0.1495580524763075,0.3311692349753066,-0.30991404487461377,0.30991404487461377
SSG 08 | Necropos (Well-Worn),2.2906865443425075,20178,0.8036435011606111,0.43802118978345284,-0.12342185033803392,0.12342185033803392
Souvenir SSG 08 | Detour (Factory New),57.22253181818182,1556,0.07477098911215528,-0.05812454915889262,0.3466359382497201,0.3466359382497201
StatTrak™ SCAR-20 | Cyrex (Minimal Wear),366.4395999999999,124,0.02133242502106182,0.32412506755953435,-0.33762791551779237,0.33762791551779237
G3SG1 | Arctic Camo (Battle-Scarred),25.100858407079645,173,0.8388907257933803,1.1073462730567658,-0.08619044190239246,0.08619044190239246
